Coefficient,Non-zero indices,Non-zero count
"[0.098, 0.103, -0.397, 0.181, -0.238, 0.0, 0.0, 0.0, 0.0, -0.77, -0.634, -0.555, -0.283, -0.27, 0.0, 0.236, -0.031, 0.0, 0.0, 0.0, -0.138, 0.0, 0.0, 0.0, -0.216, -0.143, 0.0, -0.468, 0.0, 0.0, 0.0, 0.06, 0.0, -0.619, -0.325, 0.0, -0.392, -0.218, 0.0, 0.0, -0.736, -0.569, 0.0, -0.104, 0.0, 0.0, 0.0, -0.371, -0.411, 0.0, 0.0, -0.917, 0.0, 0.0, 0.0, -0.447, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.19, 0.0, 0.0, 0.0, -0.591, -0.025, -0.364, 0.0, 0.0, -0.36, -0.394, 0.0, -0.424, 0.0, 0.0, 0.0, -0.306, 0.0, -0.551, 0.0, -0.284, 0.0, 0.0, 0.0, -0.576, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.611, 0.0, -0.425, 0.0, 0.0, 0.0, -0.117, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.076, -0.085, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.053, 0.0, 0.197, 0.0, 0.0, 0.081, 0.0, 0.0, -0.185, 0.0, -0.78, 0.0, 0.0, -0.299, -0.321, -0.564, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.242, 0.0, -0.669, 0.0, 0.0, 0.0, -0.479, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.204, -0.32, -0.475, -0.042, 0.0, -0.431, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.371, 0.0, 0.0, 0.0, 0.025, 0.0, 0.0, 0.636, 0.321, -0.477, -0.524, -0.287, 0.0, -0.212, 0.0, 0.0, 0.0, -0.292, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.588, 0.0, 0.0, 0.0, 0.049, 0.0, 0.0, 0.252, 0.0, -0.352, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.62, 0.0, 0.0, 0.0, 0.714, 0.0, 0.665, 0.0, 0.271, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.256, 0.0, 0.0, 0.108, 0.0, 0.062, 0.163, 0.017, 0.341, 0.001]","[  0   1   2   3   4   9  10  11  12  13  15  16  20  24  25  27  31  33
  34  36  37  40  41  43  47  48  51  55  63  67  68  69  72  73  75  79
  81  83  87  97  99 103 110 111 122 124 127 130 132 135 136 137 145 147
 151 158 159 160 161 163 182 186 189 190 191 192 193 195 199 214 218 221
 223 230 234 236 238 245 248 250 251 252 253 254]",84
