Alpha,Max_iter,MSE
0.10894526850552978,0.2584536400734583,7.508757646401004e-12
0.6716862143444644,1.0,8.115471478276722e-13
0.9297426194138142,0.575461195185719,2.523292900159991e-13
0.3196939857157443,0.6750808424490863,1512.5172637364128
0.7533726096389858,1.0,5.5525238462036805e-12
0.1598658958321162,0.35948990521042773,1599.4714343703392
0.7524968537794341,0.4680758763056547,1.3547266645112324e-13
0.1921407151706321,0.15117480850764708,4.1198739947910766e-13
0.6492203496313543,0.7684413189126627,3.490646152971318e-11
0.1187498268065228,0.7871802813214738,3.403105117170672e-13
1.0,1e-06,2.1545499723004323e-14
0.9803901566254488,0.8185964449155421,9.442090791631426e-13
0.7089723958390838,0.39846489926620077,3.083734027565181e-14
0.9710955713822697,0.5594268942088827,3.9587535702358464e-13
0.8663545582604464,0.9153563581397168,7.823037370251946e-12
0.9274278686871209,0.04689315766649737,1.1534533400614916e-14
0.12218708314374543,0.07406044392316084,1.3914855367917023e-13
0.15494800796230096,1e-06,4871.269823056441
0.3916746013367928,0.5053293689058085,2.5777429400541703e-13
0.5750757965145874,0.4889489325861788,1.812147989317467e-13
1.0,0.3550084126330478,6.60089107818237e-14
0.03613557567695016,0.4460066643222183,1.8641036349230242e-13
1.0,0.17889411763997703,2.8026827796801016e-13
1.0,1e-06,4.4561935578409466e-15
0.5532489968635905,1e-06,5.680542728589385e-14
0.8454426938359089,0.5439419327406645,3305.8194021056697
0.26930890367853644,0.8820727712536811,4.176468120441077e-13
0.6391455499750526,0.5558348743889316,3.72005585019449e-14
0.16329891351513082,0.24936648498075162,4.2960364702654133e-14
1e-06,0.8881970651306373,7.403943766275653e-12
0.4357928284656727,0.5342939633336281,9.822279229644067e-14
1.0,0.695375164490255,6.460876554930812e-13
0.49108577686257493,0.575461195185719,1.1281764273805555e-13
0.9290318410976434,0.6250070983466632,1.2263714439274235e-13
0.4527266948265019,1e-06,6.992703401871131e-15
0.44867142165027274,0.6001831241595919,6.287386428955142e-14
0.33131195324565543,0.4680758763056547,2.0263160457949126e-12
1.0,1e-06,6.7032583637369385e-15
0.02866144995573261,0.8407945896257343,2.803579707501591e-13
1.0,0.08296800831229124,2.6719564782347945e-14
0.5474121931805213,1e-06,4.220856256251044e-15
0.9803901566254488,0.9738760465796041,5.678120588933543e-13
1.0,0.39846489926620077,9.398776481137201e-14
0.9710955713822697,0.5594268942088827,5.303185122901714e-13
0.5803299624737137,0.6726358717005875,5.331260567250021e-13
0.27591996836857846,1e-06,2.0730073246754956e-14
1.0,0.6211775946156118,3.233836749746779e-13
0.04348282765515885,0.34475448744672177,4.528279653173333e-14
0.9934797665802252,0.5001460927573684,1.7561286276127475e-13
0.00020338215418636008,0.1377286950577975,1.1937039744723633e-14
1.0,0.44919195655743227,1.2183612618433735e-13
0.10497570141299789,0.6496044032915927,5.6429764982230306e-14
1e-06,1e-06,1.816775218958333e-14
1.0,0.8036086746059221,2.5645967972088693e-13
0.9013940360308405,1e-06,1.2787065077889595e-14
0.8454426938359089,0.5318403792295872,6.995593722209562e-13
0.9730941520216122,0.6926186532998414,1.1919469141509832e-13
0.6391455499750526,1e-06,1.2651352701314052e-14
1.0,0.6353756141943732,1.9328868029127535e-13
0.7859074683869787,0.839683525251716,877.7517183324246
0.4357928284656727,0.47883628103842535,3.450313236572154e-14
0.5857149408776343,1.0,1.2122401996450196e-12
0.49108577686257493,0.48377800858719333,9.503834088123075e-14
1e-06,0.007395928125853601,1.2847495293725432e-14
0.6981023637935658,1e-06,1.5384463854488043e-14
0.44867142165027274,0.6001831241595919,1.6212322250865234e-12
0.7524968537794341,0.21711489932885153,1.3037002780339006e-14
0.3055052395131085,0.04855660830569232,1.1810832765055029e-14
1.0,0.08386793897345296,2.450119864380527e-15
1.0,0.08296800831229124,1.2786652026184075e-14
0.5474121931805213,0.7026756009641929,1.8164516925053974e-13
0.9803901566254488,0.17369211946308125,4.151324936048013e-14
0.7089723958390838,0.8590335865991372,6.198895961729046e-14
0.03330073131575323,0.5594268942088827,1.160294298151797e-13
1e-06,0.9153563581397168,1.4505921716464673e-13
0.7372367988020891,0.40789423996822327,6.324563965423478e-14
1e-06,0.07406044392316084,4.6902583654491625e-15
1e-06,1e-06,1.3488150218451693e-14
1.0,1e-06,1.823160100199989e-14
1.0,0.1377286950577975,5.106621442379594e-15
0.5653576232315378,1e-06,3.183322663592341e-14
1e-06,0.6496044032915927,5.85293813138765e-14
0.9300089189600252,0.41246267438859235,9.335395071146005e-14
1.0,1e-06,2.6267999301910318e-15
0.9013940360308405,1e-06,1.415718469560206e-15
1.0,0.07970634043193633,1.8927050030517506e-14
0.571072581639807,0.431032704824077,1.0225519478957987e-13
0.4894989141427039,1e-06,6.115882412867546e-14
1e-06,0.24936648498075162,4.2398991508345394e-14
1.0,0.4224583871658057,4.5772773905251604e-14
1e-06,1.0,1.7085749474886894e-13
1e-06,0.27765439174298784,1.5341436391838698e-14
0.49108577686257493,0.6840427079869338,5.518628499032926e-14
0.557527952907891,0.5619623424707174,1.1120101005323234e-13
0.4527266948265019,0.7037157804455685,7.831181862826595e-14
1.0,1e-06,8.191909562713765e-15
1.0,0.5718537502244714,6.08847332589588e-14
0.16896514523478356,0.4471964007613073,1.8391617194602656e-13
0.5314288472978925,0.6962104358659796,1.6584559576786086e-13
1.0,0.04112810585741721,5.327313713293031e-15
1e-06,1e-06,2.6688139755557684e-15
1.0,0.33258011067846044,2.573389771368619e-14
0.6568580653118457,0.39846489926620077,1.269297247056005e-13
0.61629134139304,0.5594268942088827,5.2659118956248935e-14
0.9540204783324663,1e-06,1.1138307562980364e-14
1.0,0.2187856827703236,4.5727342639524206e-14
1e-06,0.07406044392316084,1.1167600311121198e-14
1.0,1e-06,2.8317904233734272e-14
1.0,0.4627745652626767,3.2585205346862184e-12
0.7822884509754192,0.2180274020626778,4.8357151243530415e-14
0.5653576232315378,0.5594268942088827,2.5432397798360002e-14
1.0,0.6496044032915927,5.860259116075393e-14
0.306967926885568,1e-06,8.025654528557958e-14
1.0,0.8084918885001091,8.083012044377956e-14
0.28398056113039827,0.5142969235790901,6.031484645817122e-14
0.4527266948265019,0.19357744548391842,2.345390988687283e-14
0.5168026444591312,0.2420397090777308,5.494653378891265e-14
1.0,1e-06,3.8696922027781555e-15
1.0,1e-06,1.851889899702959e-15
1.0,1e-06,2.8317904233734272e-14
0.506967726885568,0.47883628103842535,5.000472058855558e-14
0.0347578016609012,0.47883628103842535,5.232188100348202e-14
0.767177916671267,0.4026390583864136,1.1287502358284409e-13
0.6522860985852302,0.44754171536710613,5.020355459606658e-14
1.0,1e-06,5.905235978080332e-14
0.20862753722569,0.7140768938279586,6.966228410206618e-14
0.4266979017351024,0.21711489932885153,1.7304053479554485e-14
1.0,0.5432532732097863,3.667548776945493e-14
0.40413872358911207,0.7331180136719639,5.0576607371269644e-14
1.0,1e-06,3.257335026777158e-15
0.8485430975117932,0.04689315766649737,1.035170373617489e-14
1.0,0.33258011067846044,4.279520430314119e-14
0.7089723958390838,1e-06,1.5242109959173007e-14
0.7977422002181483,1e-06,3.728572245829993e-14
0.08398076113039832,0.5196837226332742,2.563288552609201e-14
1e-06,0.07953793539202164,5.1546272927748956e-14
1e-06,1e-06,1.6441489535946032e-14
1.0,1e-06,4.179549446685826e-15
0.18531973710816707,0.22303084182953442,1.1815904128267438e-14
0.8019974830235472,0.10992784711753216,1.26830055978677e-14
0.5653576232315378,1e-06,1.452187094983561e-14
1.0,0.6496044032915927,3.045201711839786e-13
0.13434920365017244,0.4281627881379827,3.366678008195724e-13
0.2547241778500492,0.17369211946308125,4.2237264066573163e-14
0.9351921472052332,1e-06,8.628154422935903e-15
0.9596569295646824,0.7142016161320448,2.3030390667367467e-13
1.0,1e-06,1.6049539158892798e-15
0.20000079999999998,0.07970634043193633,3.4009014604135814e-14
1.0,1e-06,7.362612212338384e-15
1.0,0.29068367237769266,6.385016966087103e-14
0.4357928284656727,0.21711489932885153,4.428417888909019e-14
0.6959696911013034,0.17842487346362754,3.9018567562512313e-14
0.7217992052691968,0.6840427079869338,8.320679494896869e-14
0.7977422002181483,0.06709455117876237,2.5251672458682298e-14
1.0,0.14763221131900203,5.5889420767395875e-15
0.6890882938390277,0.5103515885238525,2.1943616284714775e-13
0.7524968537794341,0.21711489932885153,1.1162448992816062e-13
1.0,0.007395928125853601,2.3901633764781513e-15
1.0,0.0978277585742067,4.5752875648688044e-15
1.0,0.14763221131900203,2.3069905709514178e-14
0.5653576232315378,1e-06,5.157190676868639e-15
0.5486342627725381,0.33258011067846044,2.150263400715121e-14
0.7089723958390838,1e-06,1.379429765980323e-14
