Coefficient,Non-zero indices,Non-zero count
"[0.5, 0.0, -0.0, 0.0, -0.0, -0.5, -0.5, 0.0, -0.0, -0.0, -0.0, 0.0, -0.0, 0.0, 0.0, 0.0, -0.0, -0.5, -0.5, -0.5, -0.5, -0.5, -1.0, -1.0, -0.5, -0.5, -0.5, -0.5, -0.5, 0.0, -0.5, 0.0, -0.0, 0.0, -0.0, -1.0, -0.5, -0.5, -0.5, -0.5, -0.0, -0.0, -0.0, -0.5, 0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 0.0, -0.5, -0.5, 0.0, -0.5, -0.5, 0.0, -0.0, -0.0, 0.0, 0.0, 0.5, 0.0, 0.0, -0.0, -1.0, -0.5, 0.0, -0.0, -0.5, -0.5, -0.5, 0.0, -0.5, 0.0, -0.0, -0.0, -0.0, -0.0, 0.0, -0.0, -0.5, -0.5, -0.0, 0.0, 0.0, -0.5, -0.5, 0.0, 0.0, 0.0, -0.0, 0.0, 0.5, 0.0, -0.5, 0.0, -0.5, 0.0, -0.5, 0.0, 0.0, 0.0, -0.5, 0.5, 0.0, 0.5, 0.0, 0.5, 0.5, 0.5, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 0.5, 0.0, 0.0, 0.5, 0.5, 0.5, 0.5, 0.5, 1.0, 0.5, 0.5, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 0.0, 0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 0.0, -0.0, 0.0, 0.5, 0.0, -0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, -0.0, -0.0, -0.0, -0.0, -0.5, 0.0, 0.0, 0.0, -0.5, 0.0, 0.0, 0.0, -0.5, 0.0, -0.0, 0.0, -0.0, -0.0, -0.0, -0.0, 0.0, 0.0, 0.5, 0.0, -0.5, 0.0, -0.0, -0.0, 0.0, 0.0, 0.5, 0.0, -0.0, -0.0, -0.5, 0.0, -0.0, -0.0, 0.0, 0.0, -0.5, 0.0, -0.5, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0, -0.0, 0.0, 0.0, -0.0, -0.0, 0.5, 0.0, -0.5, 0.0, 0.0, 0.0, -0.0, 0.0, 0.5, 0.0, -0.5, 0.0, -0.5, 0.0, -0.5, 0.0, 0.0, 0.0, -1.0, 0.0, -0.5, 0.0, -0.5, 0.0, 0.0, 0.0, 0.0, -0.0, -0.0, 0.0, 0.0, 0.0, 0.5, 0.0, -0.5, 0.0, 0.0, 0.0, -0.0, 0.0, 0.5, 0.0]","[  0   5   6  17  18  19  20  21  22  23  24  25  26  27  28  30  35  36
  37  38  39  43  51  52  54  55  61  65  66  69  70  71  73  81  82  86
  87  93  95  97  99 103 104 106 108 109 110 117 120 121 122 123 124 125
 126 127 149 151 157 163 167 171 181 183 189 193 199 201 213 215 221 223
 225 227 231 233 235 245 247 253]",80
