Alpha,Max_iter,MSE
0.7945602533048001,762.8627525680913,2.8451528548070417
0.9118106873437912,896.961158190401,2.8534857469170714
0.2804483803768439,408.41470898845444,2.507152820226587
0.016071566087062825,494.0643968402189,0.5090910883458938
0.8857431440696351,689.4988838600361,2.8515739124733543
1e-08,788.7824227481009,0.04363489926943972
0.43715435926252194,843.9462869027791,2.777809594377808
0.9087139010071953,1000.0,2.853256850975381
0.7473972655602527,847.9949367941371,2.8419942646211585
0.6905249652480911,867.5383327419898,2.8383328761885456
0.5718530539414514,611.7927633008437,2.8312120459408017
0.14191710122289336,471.45012278310685,1.9931685740445737
0.10201141058558523,715.0717139705396,1.7705794384666809
1e-08,500.33071632113376,0.04363489926943972
1e-08,749.7402117479157,0.04363489926943972
0.5123655008038182,609.479032515598,2.827906655890862
1.0,693.8604888841792,2.8602048010003647
0.6036765076510597,751.291110260358,2.8330527137726595
0.6610633718174316,239.26506685968687,2.8364995527523327
1e-08,665.5249340175409,0.04363489926943972
0.05003164201691109,890.9986042212628,1.3203590982982891
1e-08,316.32216186876667,0.04363489926943972
1e-08,529.4543096118368,0.04363489926943972
0.11620633709352833,1000.0,1.8407893220318783
1e-08,122.36250761766638,0.6765139606026623
0.6480809238888285,709.7410567745342,2.8357054188006883
0.44935081334374555,623.9605849207936,2.789831120350136
0.0872619010880491,208.68899870608797,1.6602763938174723
0.6912451740078821,909.8063394768783,2.838378234748225
0.08391844346269427,478.9996203563392,1.6337395539271913
0.7048655790415609,109.47342151817122,2.8392409120334627
0.5529961412063057,934.4669230502811,2.8301451791115597
1e-08,299.1893290404966,0.04363489926943972
0.8854277103795662,763.5207916301838,2.8515509854687604
0.23405473531155618,495.4110369799613,2.3561168340740704
0.43267091727701057,944.4986712448781,2.7735246371500426
0.44607495110816053,843.9462869027791,2.786549809277301
1e-08,100.0,0.9123137393823694
0.7870508665178618,593.8473078182453,2.8446425167665588
0.6881009575489405,782.3954436214813,2.838180402755959
0.11549822707129852,100.0,1.8370486041885954
0.7152690182928191,596.0788007446763,2.839906064527043
0.44935081334374555,715.0717139705396,2.789831120350136
1e-08,677.7375542468639,0.04363489926943972
1e-08,1000.0,0.04363489926943972
0.5123655008038182,450.89332189234887,2.827906655890862
0.7052031105326678,576.3851714565315,2.8392624077172504
0.7842102356827048,804.1275157026785,2.844450200149314
0.2757066839381202,785.7832367087062,2.49086350368524
1e-08,277.63293171515267,0.04363489926943972
0.12263209266944236,163.9002067357962,1.8759846873223744
1e-08,346.78270422034734,0.04363489926943972
0.6657842508426132,529.4543096118368,2.836790410849464
0.11620633709352833,1000.0,1.8407893220318783
1e-08,548.2860775866428,0.04363489926943972
0.2290319000496132,1000.0,2.3414421122037896
0.2929596406570697,185.30122317484938,2.545960113433752
0.5123655008038182,1000.0,2.827906655890862
1e-08,569.3802422820773,0.04363489926943972
0.08391844346269427,817.9137456995113,1.6337395539271913
0.0872619010880491,776.7930939644033,1.6602763938174723
0.5529961412063057,467.2862870158592,2.8301451791115597
0.18022696276287176,299.1893290404966,2.1552022442704066
0.5123655008038182,233.97483868993606,2.827906655890862
0.23405473531155618,1000.0,2.3561168340740704
1e-08,1000.0,0.04363489926943972
0.19134324908584727,100.0,2.2059424447981333
1e-08,100.0,0.9123137393823694
0.5571444382049798,424.4160404009225,2.8303783565675
1e-08,1000.0,0.04363489926943972
0.11549822707129852,958.1081069426007,1.8370486041885954
1e-08,969.5606797760331,0.04363489926943972
1e-08,100.0,0.9123137393823694
1e-08,134.17480542420716,0.5921892858985683
1e-08,749.7402117479157,0.04363489926943972
0.3102531823548997,609.479032515598,2.591675052233336
1e-08,1000.0,0.04363489926943972
1e-08,666.9463214941513,0.04363489926943972
1e-08,1000.0,0.04363489926943972
1e-08,366.4761623845912,0.04363489926943972
1e-08,190.11206213923793,0.19463751366928947
0.1543966478582045,316.32216186876667,2.0474821510541084
1e-08,119.9068431542994,0.739153984516157
0.041788119800368256,563.165757707427,1.1531695938596827
1e-08,1000.0,0.04363489926943972
1e-08,889.6448153389844,0.04363489926943972
0.2929596406570697,1000.0,2.545960113433752
0.016071566087062825,710.2171274334835,0.5090910883458938
1e-08,799.7921693983326,0.04363489926943972
0.23436771452565577,184.06416362663578,2.357045497241436
1e-08,413.7910428719263,0.04363489926943972
1e-08,1000.0,0.04363489926943972
1e-08,100.0,0.9123137393823694
1e-08,494.0643968402189,0.04363489926943972
1e-08,594.8605446670629,0.04363489926943972
1e-08,500.33071632113376,0.04363489926943972
1e-08,843.9462869027791,0.04363489926943972
1e-08,580.9211922554422,0.04363489926943972
0.041788119800368256,651.4499054362395,1.1531695938596827
0.27615582432602404,1000.0,2.4924275931373425
1e-08,439.35146323239735,0.04363489926943972
0.10892286657052368,969.5606797760331,1.8034950675283832
1e-08,358.3814214546041,0.04363489926943972
0.041788119800368256,871.1027411328009,1.1531695938596827
0.012857254869650258,826.7925790872904,0.3913491811499402
0.3102531823548997,949.7772686307287,2.591675052233336
1e-08,308.41810126921087,0.04363489926943972
0.3102531823548997,808.7476263041709,2.591675052233336
0.289990657684288,339.0331314487179,2.537168026601058
0.24820254788391977,215.2188369736882,2.399767490657047
1e-08,555.9848308490881,0.04363489926943972
1e-08,316.32216186876667,0.04363489926943972
1e-08,294.7288576100516,0.04363489926943972
0.041788119800368256,527.0426402885071,1.1531695938596827
0.03343049784029461,901.4011086794596,0.960678529284417
0.3102531823548997,889.6448153389844,2.591675052233336
1e-08,779.1707919721421,0.04363489926943972
0.016071566087062825,978.775583010199,0.5090910883458938
1e-08,569.3802422820773,0.04363489926943972
0.08391844346269427,536.9479398919195,1.6337395539271913
1e-08,133.82971515494927,0.5965924250506626
1e-08,483.8136968391961,0.04363489926943972
1e-08,1000.0,0.04363489926943972
1e-08,219.35333443505772,0.07351534812509111
1e-08,887.3304918788751,0.04363489926943972
1e-08,788.7824227481009,0.04363489926943972
1e-08,843.9462869027791,0.04363489926943972
1e-08,108.85967135975542,0.8182485183371003
0.041788119800368256,347.97273151148573,1.1531695938596827
1e-08,100.0,0.9123137393823694
1e-08,600.264573056907,0.04363489926943972
1e-08,638.6362560442798,0.04363489926943972
1e-08,358.3814214546041,0.04363489926943972
1e-08,500.33071632113376,0.04363489926943972
1e-08,866.707515861586,0.04363489926943972
1e-08,609.479032515598,0.04363489926943972
0.041788119800368256,1000.0,1.1531695938596827
1e-08,307.6738320366734,0.04363489926943972
0.03343049784029461,290.540166631069,0.960678529284417
0.016071566087062825,855.0727288695928,0.5090910883458938
1e-08,736.8676888223868,0.04363489926943972
0.016071566087062825,386.10556316713377,0.5090910883458938
1e-08,1000.0,0.04363489926943972
0.012857254869650258,645.1444005831562,0.3913491811499402
1e-08,548.2860775866428,0.04363489926943972
1e-08,213.4431311594866,0.09101504122462804
1e-08,512.3785266278358,0.04363489926943972
0.016071566087062825,754.2851899496505,0.5090910883458938
0.06713475677015542,569.3802422820773,1.502448117800598
0.08391844346269427,1000.0,1.6337395539271913
0.04977582501692363,643.2069154763944,1.3157084574463658
1e-08,855.4355347709047,0.04363489926943972
