Alpha,Max_iter,MSE
0.5872438742394992,1e-06,1.0781715845435901e-21
1.0,1e-06,1.0096922258016899e-20
1e-06,0.22946549133189875,4.5659890198377537e-10
0.30688707059357867,0.3159775779882742,2.817303036168595e-11
0.662898321846988,0.6033474811922066,2.6246798411025228e-09
1e-06,0.7932330073869047,1.1620827579781812e-09
0.23744174734645362,0.7979408375145054,1.4928673025999933e-10
0.3975433244059898,0.45259628635659804,4.605932065611471e-10
0.50279887700742,1.0,4.048625517572652e-10
0.5227508794252241,1.0,2.343872784187227e-10
1e-06,0.12376463809896648,1.0151826366861816e-11
0.06680521526400722,0.7416899888665076,2.7548618657802733e-09
0.21103187392633252,0.9115274163725557,2.697725548947396e-10
0.5351804881691781,0.6156910338349886,1.7573158459348817e-09
0.3014810568381032,0.5705318550446421,3.4168513254538406e-10
0.3077283099326285,1e-06,4.9912204905471366e-21
0.7676642462343215,0.6781347777022063,2.4275341525729776e-10
0.4138538366507658,0.7790465678275147,3.9522414843016005e-09
0.9280210622462827,0.6776697018086333,1.570643541114493e-10
0.3517786529859468,0.43651157759858894,1.6434948965892366e-11
0.5085860392352237,0.43569781185100687,7.452879063280546e-11
0.33896915881114675,0.8376591175222459,7.526182619810851e-10
0.2795853251210222,0.23261438881265337,3.667704078597034e-11
0.5891568802791305,0.6138946780446077,7.663835373438854e-10
0.894867002886687,0.9712443299090606,1.590819377469457e-08
0.40578088114346955,0.8446776742602178,3.1014455749313907e-10
1e-06,1e-06,1.8684275649170585e-21
0.04639323226827329,0.7756747366621133,1.5277925023128402e-10
1e-06,1.0,9.296672250071475e-10
0.7072369475260754,0.2123016106611178,1.696871426650088e-11
1.0,0.3966684066197736,2.2292669690344403e-10
0.9639733615916614,0.2682919887278697,3.616850202981024e-11
0.9771474898650154,0.3468400711305653,4.2149847811425866e-11
0.4916540183261526,0.8986430813540114,2.5356303752047064e-10
1e-06,0.3670589940500305,1.3609631778784678e-09
0.3960735025402967,0.6646627480068406,1.52201917745267e-09
1e-06,0.30228996534311126,4.591681322343585e-11
0.5376459394770983,0.2230505354429051,8.331307765094632e-12
0.2691554815510453,0.4801140938326159,6.530249686764996e-11
0.8345202112550332,0.5686374895517534,1.2412337846166333e-10
0.8562063842742897,0.053933435172891994,4.257834889685124e-12
0.9424319811226993,0.3118076284106237,7.453055335133458e-11
1.0,0.2399744491056239,5.131055768979454e-11
0.31240053704558174,0.264020868310219,2.32220558159198e-11
0.9872878036834632,0.007066250289557702,3.0711051267374246e-10
0.1523636054958196,0.3157601150692058,1.1541815007977041e-10
1e-06,1e-06,1.2180210156643415e-21
0.48982176519805565,1e-06,4.778998209359635e-22
0.07584212339400741,0.6894421342556246,6.247414975971399e-10
0.20304189100468079,0.41593899157713055,6.933961569566854e-11
0.5377030984717462,0.9350532328974429,1.650550140559256e-09
0.4900873198532485,0.4994101802489135,1.961293395041545e-10
0.4994951398367794,0.7462665424690724,5.345040492315608e-10
1.0,0.22188358309354728,1.1843119825841935e-09
0.5024193556699255,0.7240613915318842,2.960373937823155e-09
0.5657067700119581,0.6043612313666683,4.973733014585542e-10
0.292405139661177,0.6234176001210529,1.0812601781841851e-10
0.23320994991886898,0.30206254239961766,1.0673083611655364e-11
0.03883943136478776,0.4978465283820615,1.066895149480961e-10
0.6318948866098012,1.0,7.158767033131745e-10
0.6282631738765335,1e-06,8.866660284208632e-22
1.0,0.5276149646102405,2.5701490851331875e-09
0.1601287320472604,0.6814388640209919,6.18297092948216e-10
0.9669696492632152,0.31643973227931477,2.5535679333122467e-11
0.8843656840682803,0.1618459019741669,6.258059759758123e-11
0.04242081349318616,1.0,1.5943416639027077e-09
0.9104258367752694,0.6564887934388384,1.277867979054605e-10
0.5305248438488261,0.39842088638618084,2.2544684818344133e-10
0.752490906986267,0.8453252791406304,3.124668411311446e-10
0.5233285807487866,0.9178578756830291,6.776905709345872e-10
0.1515779206894865,0.14034628886135395,8.349201476822613e-12
0.0143807474467582,0.8133602312110436,1.7280184304293903e-09
0.3073097587016347,0.6422743700653686,5.6747539254814945e-11
0.5053224477790799,0.3232349646431124,2.375801968728789e-10
0.3397088511840467,0.5591354880339825,1.0776426835651331e-10
0.22129909453987656,0.1848671382132734,1.5948591651115753e-10
0.7399191573010181,0.636196533972693,2.3318709758135005e-10
0.5116098928315297,0.7477029070016649,7.137117202226127e-10
0.8300661345701179,0.4358526943830466,8.195366353929914e-11
0.3859677400692674,0.3540665649026339,1.82830627000909e-11
0.3596799988766689,0.17113173308450635,9.922013207539687e-12
1e-06,0.8494274936244958,6.44983434384553e-09
1e-06,1e-06,7.739497338003686e-22
0.7923825172318293,0.39738210775314015,5.57355396929782e-10
0.4081402729419934,1.0,1.9698257028074012e-08
0.7382087287038619,0.4564557591572661,8.397142470718005e-11
0.5059371053851154,0.18029310388639877,2.9478073688519736e-11
0.01269022211397125,0.6929662520864401,1.23681640337541e-10
0.04704060031981058,0.7228550861553915,7.411184611320801e-10
0.8339934483841376,0.35469315680228,6.238463011424919e-12
1.0,0.28289828394781336,8.689398744898295e-11
0.8568267149157,0.31639318934618776,1.4655642636530266e-10
1.0,0.2555270581540699,1.5766856079110244e-11
0.41173666664600794,1e-06,4.463325565282633e-22
0.0005983410739972346,0.678665171387445,1.8357553775440255e-10
0.110791207835328,0.8397510843822815,1.963638425686771e-09
1e-06,0.30244075775404833,4.902205895677344e-11
0.06840767894779354,0.34277498187234623,1.4786062014096595e-11
0.8243056328214496,0.42559271031242074,5.029937504821954e-10
0.8507853491302615,0.5164388967849682,6.025843719624669e-11
0.8114287536072878,1e-06,5.25979546420081e-22
1.0,0.29650568278607564,4.296272267838185e-11
1.0,0.1258515188721147,1.624721503827577e-11
0.17778432017154688,0.2440819285071783,8.635263305776852e-11
0.8965176353202959,0.5048306173064454,4.160688330392513e-10
0.09600536478952934,0.2614865950811783,6.27817281174698e-11
0.37447939616130776,0.0028032029526110685,8.937286640436688e-11
0.5474073728566475,1e-06,3.209290237636791e-22
0.6739028725541462,0.31690162376222575,8.478759997085603e-11
0.49271978054568905,0.3854290871612712,6.374466389460999e-11
0.566195037265468,0.5233865424486511,1.1318212256812268e-09
0.23996333891329774,0.3734319074330247,4.6024054573310825e-11
0.6675820666039772,0.8385331830739012,7.59902037348478e-10
1.0,0.6462679007801134,1.210370057294001e-08
0.6069156508709377,1.0,6.141866531194002e-09
0.783015856068777,0.49852747977013406,8.231940808622586e-11
0.2843213512014329,0.4157474012029183,1.418144765368848e-10
0.05032297726155491,0.2537061133964265,5.317956776806554e-12
1e-06,0.19162380341795932,1.653359125842084e-11
0.7644662563467852,1.0,2.0260776254678634e-10
0.7423359288804275,1e-06,2.0137304434302285e-21
0.9306621972096036,0.7748917796456977,8.400164532191572e-09
0.030697574970921487,0.28133329614851765,5.8123166757686857e-11
1.0,0.3490036544332885,3.678279231525113e-11
0.5255022549897701,0.21652977721848887,5.82387813110186e-10
0.010273075155155652,0.480735781972304,2.824165315485813e-10
1.0,1.0,2.7399210447429743e-10
0.516204226895716,0.5222245944558899,1.6104320407181177e-10
0.7577650093756413,0.7582256778535557,1.7792274427226828e-10
0.5112551046886827,0.4249676012079061,2.9772659168195305e-10
0.10481419862754429,0.48041840426568927,1.0731513543758063e-10
1e-06,0.8561026469754481,3.818497489886045e-10
0.22652042758820828,0.473325065707798,3.9973157426855594e-11
0.11627330103350736,0.7542099040658465,4.852190039216435e-10
0.24438621906520475,0.24204993771962452,5.474339579452464e-11
0.3469363062702797,0.010100458052365388,4.6403131739835155e-11
0.25022229985935823,0.6344879296950756,2.8149480264942187e-10
0.45925953917946954,1.0,9.57573236472892e-10
0.9032268781669175,0.5610057463977779,1.1084898657488258e-10
0.46032468442333385,0.7422663650516487,8.9881086922966e-11
0.4557901948521667,1e-06,5.559864610230887e-22
0.025661565059014013,1.0,6.494718007136191e-10
0.12625889417608588,1e-06,7.723945380227145e-22
0.9222140271365983,0.1810584604694573,3.546685319247006e-11
1.0,1.0,1.2056632327109015e-09
0.5491443602434034,0.22197994124750114,1.866412168616812e-11
1e-06,1e-06,1.1285152020007172e-21
1e-06,0.3527187451543226,3.2257659208884637e-11
1e-06,0.8131326125096817,6.563948410859628e-10
0.810689655872805,1e-06,1.3515114464686053e-22
1.0,0.31557735406599596,2.349937535772574e-10
0.9221758956014006,0.15133512573016203,1.6760980222056628e-11
1.0,0.254481036151247,5.0377785633156074e-11
0.15890814586599555,1e-06,1.5448737141616487e-21
1e-06,0.994040012006496,2.43026719085611e-10
0.7631939305091019,0.8365320894849131,2.6628044424324555e-10
0.09337140153190199,0.4211939182847725,6.970225416639765e-11
0.8049714316005585,0.19033299560486405,5.865745820550802e-12
0.40206933951715906,0.2472814337450748,6.897695329911423e-11
0.6186141049375692,0.07233518440615988,3.4941235002353434e-12
0.7411325447856549,1e-06,4.031481148409919e-22
1.0,0.1884721701412549,1.0156912829204988e-11
1.0,0.09155813089659393,4.427200010929333e-11
1e-06,0.2949605005073897,6.625948838050436e-11
1.0,0.007300855423290493,1.867826902942898e-09
0.2012312709955455,0.2590914716277935,5.0580910762790563e-11
1e-06,1e-06,1.4279737712488934e-21
0.3568192033819181,1e-06,2.748340503749316e-22
0.6916219707550577,0.6050540818332164,1.6045440985111442e-10
0.4521142495039089,0.6069121099747713,7.384117277940535e-11
0.29516993109857775,0.617377456636739,5.116567032412439e-10
0.5713035884358734,0.5496513893289446,2.1155304385745508e-10
0.916960682558155,0.3731178207366328,2.2146999206328076e-11
0.6670794830372547,0.17936781124985088,6.35912981169616e-11
0.6698965866737675,0.4495270918857983,1.0142983740889804e-10
0.6227724025878996,0.694567207322583,2.0049522417766657e-10
0.0675812150560591,0.6743624215442491,2.107033377699283e-10
0.17022626829958437,0.4891874561512766,1.1599803959417004e-11
0.012706051761550017,0.18371609693115262,1.083134187014706e-11
0.662548062756653,1.0,5.930991908136239e-10
0.6364775734198466,1e-06,1.0772232634347023e-21
1.0,1e-06,1.232425512376872e-20
1e-06,0.11495791692033863,2.0344671014130522e-11
1.0,0.3266434582891896,1.0935707072597275e-11
1.0,0.14570124796842687,1.116187455841947e-11
1e-06,0.6885881563061395,2.2528416291135685e-10
