Alpha,Max_iter,MSE
1e-08,974.2177322878072,1.4082449735710984e-15
1e-08,1000.0,1.4082449735710984e-15
1e-08,1000.0,1.4082449735710984e-15
1e-08,1000.0,1.4082449735710984e-15
1e-08,1000.0,1.4082449735710984e-15
1e-08,1000.0,1.4082449735710984e-15
1e-08,1000.0,1.4082449735710984e-15
1e-08,1000.0,1.4082449735710984e-15
1e-08,989.6004493894519,1.4082449735710984e-15
1e-08,980.7020776267766,1.4082449735710984e-15
