Alpha,Max_iter,MSE
1e-08,328.8239439117559,4.439773887685699e-15
1e-08,311.1781335193321,4.439773887685699e-15
1e-08,314.746418868546,4.439773887685699e-15
1e-08,330.0023763539577,4.439773887685699e-15
1e-08,340.97634772281225,4.439773887685699e-15
1e-08,344.6524909004331,4.439773887685699e-15
1e-08,345.95261647841727,4.439773887685699e-15
1e-08,341.0537330301827,4.439773887685699e-15
1e-08,329.04743240559935,4.439773887685699e-15
1e-08,320.1397693241986,4.439773887685699e-15
