Alpha,Max_iter,MSE
1e-08,841.7904822339178,3.2288091812622242e-15
1e-08,964.00049718801,3.2288091812622242e-15
1e-08,1000.0,3.2288091812622242e-15
1e-08,900.8970280296912,3.2288091812622242e-15
1e-08,783.0220630479886,3.2288091812622242e-15
1e-08,761.2322219878401,3.2288091812622242e-15
1e-08,823.0487654794132,3.2288091812622242e-15
1e-08,889.7396822195163,3.2288091812622242e-15
1e-08,916.9934111324128,3.2288091812622242e-15
1e-08,935.6772227579294,3.2288091812622242e-15
