Alpha,Max_iter,MSE
1e-08,535.0272754864164,2.2278742399573283e-24
1e-08,541.2875482908319,2.2278742399573283e-24
1e-08,537.7422085856069,2.2278742399573283e-24
1e-08,534.5161627739178,2.2278742399573283e-24
1e-08,532.4004173686362,2.2278742399573283e-24
1e-08,534.5134691488006,2.2278742399573283e-24
1e-08,536.6470658895718,2.2278742399573283e-24
1e-08,538.1506721885095,2.2278742399573283e-24
1e-08,538.9671626362995,2.2278742399573283e-24
1e-08,539.5370514907071,2.2278742399573283e-24
