Alpha,Max_iter,MSE
0.10748626127436788,0.020550457011355314,2.1330353334456033e-11
0.7719346041689436,0.001254461234860841,1.237537996885014e-14
0.160845207241917,0.529367969356896,2.933957806807648e-09
0.4728502355846514,1e-06,3.4972583096584787e-09
1e-06,1e-06,6.602627332326999e-10
0.6553810003885785,1e-06,2.824134479551926e-09
1e-06,0.5358979573829794,1.696603893714059e-08
0.26587792329154936,1e-06,1.3533213012914697e-09
1e-06,1e-06,1.0101400501474115e-19
0.043880125743784026,0.9054319576292141,4.457534277716068e-08
1e-06,1e-06,9.247787154387918e-20
1e-06,0.46929207364431513,4.8272063794283554e-08
0.049312959962268144,0.8999069545168233,1.5422376853114404e-08
1e-06,1e-06,8.307413328503013e-20
0.30617327187508525,0.008688801814804248,3.565098853519469e-12
1e-06,1e-06,5.438814399068355e-20
1e-06,1e-06,5.438814399068355e-20
0.09777443999464655,0.060128585826195846,4.2973402722477667e-10
1e-06,1e-06,5.438814399068355e-20
0.26790354637568453,1e-06,3.5209181161339747e-09
0.6563096601859895,0.5012993198385336,1.2346166391791626e-09
1e-06,1e-06,5.438814399068355e-20
1e-06,1e-06,5.438814399068355e-20
0.3856485956864512,0.3171620166548045,2.923681520314632e-10
1e-06,0.8394588012064641,3.8325501858277606e-08
0.11837271405247364,0.11463126287132888,4.3970051460794256e-10
0.5743455365792149,0.6489559688229039,2.030145343383464e-09
1e-06,1e-06,5.438814399068355e-20
1e-06,1e-06,5.438814399068355e-20
1e-06,1e-06,5.438814399068355e-20
0.23569757689083523,0.06456136360137718,5.24480713541068e-10
0.335651834361405,0.08430331170009292,2.981242727799244e-10
1e-06,1e-06,5.438814399068355e-20
0.2535829474500518,0.11666672709033127,3.499221797943333e-11
1e-06,1e-06,5.438814399068355e-20
1e-06,1e-06,5.438814399068355e-20
1e-06,1e-06,5.438814399068355e-20
1e-06,1e-06,5.438814399068355e-20
0.4175732515152123,0.43002688557328506,2.883457430303539e-09
1e-06,1e-06,5.438814399068355e-20
1e-06,1e-06,5.438814399068355e-20
0.3906830791547451,0.3022240685748835,1.576460925267664e-10
0.7617610059757407,0.49566264653155995,4.899107691817679e-09
0.10490628294608184,1e-06,7.194960127970279e-10
0.08970275413384127,0.06858459444410529,2.567865087432951e-09
1e-06,1e-06,5.438814399068355e-20
1e-06,1e-06,5.438814399068355e-20
0.07086145380215299,0.09471002573314193,3.214638442829573e-10
1e-06,1e-06,5.438814399068355e-20
1e-06,1e-06,5.438814399068355e-20
1e-06,1e-06,5.438814399068355e-20
0.44135502680634225,0.33989532258723043,3.1713946055701196e-09
0.23848305951897983,0.2346726347664689,3.122576240637319e-09
1e-06,1e-06,5.438814399068355e-20
0.012896444726433892,0.4829287805041678,1.131888300175975e-08
1e-06,1e-06,5.438814399068355e-20
1e-06,1e-06,6.958015325477047e-20
1e-06,1e-06,5.438814399068355e-20
1e-06,1e-06,8.079026470419043e-11
1e-06,1e-06,5.438814399068355e-20
1e-06,1e-06,5.438814399068355e-20
1e-06,1e-06,5.438814399068355e-20
1e-06,1e-06,5.438814399068355e-20
1e-06,1e-06,5.438814399068355e-20
1e-06,1e-06,5.438814399068355e-20
1e-06,1e-06,5.438814399068355e-20
1e-06,1e-06,5.438814399068355e-20
1e-06,1e-06,5.438814399068355e-20
0.06097270184056309,0.11729931780005408,8.366711717642139e-10
0.6265780009097814,0.42426574864618893,6.83927278050246e-09
1e-06,0.2677907822328855,2.0293065675166797e-10
0.21472520148731178,0.4646980097052755,1.5434954555566158e-08
1e-06,1e-06,5.438814399068355e-20
1e-06,1e-06,5.438814399068355e-20
1e-06,1e-06,6.527816594966827e-20
1e-06,1e-06,5.438814399068355e-20
0.2382276225451994,0.23203049056830613,3.1199287794160017e-09
1e-06,1e-06,5.438814399068355e-20
1e-06,1e-06,5.438814399068355e-20
1e-06,1e-06,5.438814399068355e-20
1e-06,1e-06,5.438814399068355e-20
1e-06,1e-06,5.438814399068355e-20
1e-06,1e-06,5.438814399068355e-20
1e-06,1e-06,5.438814399068355e-20
1e-06,1e-06,5.438814399068355e-20
1e-06,1e-06,5.438814399068355e-20
1e-06,1e-06,5.438814399068355e-20
1e-06,1e-06,5.438814399068355e-20
0.04303791146029867,0.05735921115860792,2.495578776216136e-10
1e-06,1e-06,5.438814399068355e-20
1e-06,1e-06,5.438814399068355e-20
1e-06,1e-06,5.438814399068355e-20
1e-06,1e-06,5.438814399068355e-20
0.5624714856718958,0.2992965494719902,3.4443733618722102e-09
1e-06,1e-06,5.438814399068355e-20
1e-06,1e-06,5.438814399068355e-20
0.011489331553541817,1e-06,5.438273036744375e-20
1e-06,1e-06,5.438814399068355e-20
1e-06,1e-06,5.438814399068355e-20
1e-06,1e-06,5.438814399068355e-20
1e-06,1e-06,5.438814399068355e-20
1e-06,1e-06,5.438814399068355e-20
0.1405091081901726,1e-06,1.7594077254809178e-09
1.0000000000027348e-06,1e-06,5.438814399068355e-20
0.12711058472248432,0.003409718276316752,2.0333868077690623e-12
1e-06,1e-06,5.438814399068355e-20
0.07103538800917747,0.07315391340427324,4.787688965500282e-10
0.03865676336545168,0.01893256440850872,1.4896474813591213e-10
0.015451608872568022,1e-06,5.438090565931219e-20
1e-06,1e-06,5.438814399068355e-20
1e-06,1e-06,5.438814399068355e-20
1e-06,1e-06,5.438814399068355e-20
0.003076550083731507,1e-06,5.438623213705522e-20
1e-06,1e-06,5.438814399068355e-20
1e-06,1e-06,5.438814399068355e-20
1e-06,1e-06,5.438814399068355e-20
1e-06,1e-06,5.438814399068355e-20
1e-06,1e-06,5.438814399068355e-20
0.017591646842361107,0.007858003405020061,1.9436023655536876e-11
1e-06,1e-06,5.438814399068355e-20
1e-06,1e-06,9.073518848643753e-13
1e-06,1e-06,5.438814399068355e-20
1e-06,1e-06,5.438814399068355e-20
1e-06,1e-06,5.438814399068355e-20
0.022567845849119687,0.016323117301419547,1.184695953586455e-10
0.013000781379591696,1e-06,5.43841150769265e-20
0.016323108881880606,1e-06,5.438173457355171e-20
0.015612349378163526,1e-06,5.437946868757542e-20
1e-06,1e-06,5.438814399068355e-20
0.017799481755623493,0.003951653017520129,4.630279483998282e-12
0.10602377750465783,0.0028442206853699905,1.7737455499168197e-12
0.4340084788118689,0.3357479125146714,1.5942163403880134e-10
1e-06,1e-06,5.438814399068355e-20
1e-06,1e-06,5.438814399068355e-20
0.036869587146673044,0.029852674980931575,2.2307871190408246e-10
0.017873503448101714,1e-06,5.438281783503784e-20
1e-06,1e-06,5.438814399068355e-20
1e-06,1e-06,5.438814399068355e-20
0.023358896143775766,1e-06,5.4379489364559e-20
0.06317028437156359,0.05037961448611583,3.210441466268151e-10
1e-06,1e-06,5.438814399068355e-20
1e-06,1e-06,5.438814399068355e-20
0.12880898518369208,0.12475010527945606,1.322166926002875e-09
0.007748720630948532,0.00028250345360109216,2.296104345824383e-14
0.012896444726433892,1e-06,5.438333772489446e-20
1e-06,1e-06,5.438814399068355e-20
0.006687699390279784,1e-06,5.438475690004111e-20
0.009796518281326716,1e-06,5.43853269688424e-20
0.06769530136295235,0.04835565870073162,4.947642394187241e-10
0.002819691354271072,1e-06,5.438480405569702e-20
1e-06,1e-06,5.438814399068355e-20
1e-06,1e-06,5.438814399068355e-20
0.057026582405842005,0.04012021034378031,2.2097750668175607e-10
0.006857009341945995,0.0024053114910334147,1.6905119899371449e-12
1e-06,1e-06,5.438814399068355e-20
0.06518954832127244,0.0480288888314517,2.556169376912447e-10
0.04103422929048882,0.0315808364647059,1.8106050013301503e-10
1e-06,1e-06,5.438814399068355e-20
1e-06,1e-06,5.438814399068355e-20
1e-06,1e-06,5.438814399068355e-20
1.0000000000044695e-06,1e-06,5.438814399068355e-20
1e-06,1e-06,5.438814399068355e-20
0.010139026067891632,1e-06,5.438532210946851e-20
1e-06,1e-06,5.438814399068355e-20
1e-06,1e-06,5.438814399068355e-20
0.01623702377153015,0.00321939214259392,3.4473451231783624e-12
1e-06,1e-06,5.438814399068355e-20
1e-06,1e-06,5.438814399068355e-20
1e-06,1e-06,5.438814399068355e-20
1e-06,1e-06,5.438814399068355e-20
0.010268150427045895,0.0026403979507743595,2.058654348436848e-12
0.00909180127146992,1e-06,5.438578789265424e-20
0.0035373503300626385,1e-06,5.438546158578071e-20
1e-06,1e-06,5.438814399068355e-20
1.0000000000062043e-06,1e-06,5.438814399068355e-20
1e-06,1e-06,5.438814399068355e-20
1e-06,1e-06,5.438814399068355e-20
1e-06,1e-06,5.438814399068355e-20
0.014936010992726245,1e-06,5.559410321523738e-20
1e-06,1e-06,5.438814399068355e-20
0.013139598888003654,1e-06,5.438122508408872e-20
0.0011272099055699928,1e-06,5.438796997448516e-20
1e-06,1e-06,5.438814399068355e-20
1e-06,1e-06,5.438814399068355e-20
1e-06,1e-06,5.438814399068355e-20
1e-06,1e-06,5.438814399068355e-20
1e-06,1e-06,5.438814399068355e-20
1e-06,1e-06,5.438814399068355e-20
1e-06,1e-06,5.438814399068355e-20
0.00010006715643427408,1e-06,5.43879548320855e-20
0.008345845466557644,1e-06,5.438406958845516e-20
1e-06,1e-06,5.438814399068355e-20
1e-06,0.0006315911599413785,2.1739890117675506e-14
0.035807123071434695,0.01753692333952451,1.3782326574897853e-10
1e-06,1e-06,5.438814399068355e-20
0.0007785410159366016,1e-06,5.438796304089528e-20
